tweetid,content,max_speech_type,max_agg_type,max_target_type,label,aggr,target,text
1340007958835445760,"Hey @waterlogging, take a look at our new report: Trafficked: 10 Species Threatened by the Wildlife Trade (https://t.co/hYmqUs0t0H). It features the pangolin, which has been linked to COVID-19, and the rufous hummingbird, and CO native species.",normal,not_aggressive,na,0,0,0,"hey <user> take a look at our new report: trafficked: 10 species threatened by the wildlife trade (<url> it features the pangolin, which has been linked to covid19, and the rufous hummingbird, and co native species."
1278731214694707200,"@DavidMalpassWBG @coursera @icao @AminataMKeita @IssoufouMhm Project ID P156863 :1) Why ""NO ACTION""since 5+ years by WBG ? 2) Amid Ebola and now ""COVID19"", what projects by WBG for Niger to achieve immunity,local food security and create jobs?",normal,not_aggressive,na,0,0,0,"<user> project id p156863 :1) why ""no action""since 5+ years by wbg ? 2) amid ebola and now ""covid19"", what projects by wbg for niger to achieve immunity,local food security and create jobs?"
1296361757297049605,"While overall ad spend has dropped during to the Covid-19 crisis, affiliate marketing has been resilient, according to a new study. https://t.co/ATiAc9YelE #AffiliateMarketingSouthAfrica #AdMNews #PerformanceMarketingSA",normal,not_aggressive,na,0,0,0,"while overall ad spend has dropped during to the covid19 crisis, affiliate marketing has been resilient, according to a new study. <url> affiliate marketing south africa a dm news performance marketing s a"
1298363266331299841,Bro if niggas is still testing positive for covid why tf are we still working,normal,not_aggressive,na,0,0,0,bro if niggas is still testing positive for covid why tf are we still working
1339704545656508416,"In China's socialist/communist ""utopia"", only the wealthy and influential citizens can afford to get vaccines against CCP Virus. Prices range from $80 - $1200. And it is reported that the Chinese version of vaccine doesn't stop people from getting the disease. #ChinaVirus #CCP",hate,somewhat_aggressive,anti_asian,2,1,1,"in china's socialist/communist ""utopia"", only the wealthy and influential citizens can afford to get vaccines against ccp virus. prices range from $80 - $1200. and it is reported that the chinese version of vaccine doesn't stop people from getting the disease. chinavirus ccp"
1325663180065038338,Simple Minimal Handwritten Calligraphy Postponed Save The Date https://t.co/u4kzlQrPOi #changethedate #savethenewdate #savethedate #COVID19 #SocialDistancing #changeofplans #newplan #newdate #cancelledevent,normal,not_aggressive,na,0,0,0,simple minimal handwritten calligraphy postponed save the date <url> change the date save the new date save the date covid19 social distancing change of plans new plan new date cancelled event
1279352472432246785,Reviewed the News with @Jacquiecharles &amp; @hackhound on @trtworld: we discussed #Florida's huge spike in #Coronavirus cases; #France's colonial past &amp; the renaming of French streets after #African WW2 heroes; Ghislaine #Maxwell's arrest in the #Epstein case https://t.co/2mZrSmVRmm https://t.co/D7DG5IEhEc,normal,not_aggressive,na,0,0,0,reviewed the news with <user> &amp; <user> on <user> we discussed florida's huge spike in coronavirus cases; france's colonial past &amp; the renaming of french streets after african ww2 heroes; ghislaine maxwell's arrest in the epstein case <url> <url>
1298035948387696641,"Recent flooding, last years African swine flu epidemic, and the fall armyworm infestation have spooked #CCP at its highest level. https://t.co/QdGeE90Gtn @DailySignal",normal,not_aggressive,na,0,0,0,"recent flooding, last years african swine flu epidemic, and the fall armyworm infestation have spooked ccp at its highest level. <url> <user>"
1283227169221558272,Coronavirus chaos: Inside South Africa's 'hospitals of horrors' https://t.co/KGMgRpiZpL https://t.co/asYi0CMQkj,normal,not_aggressive,na,0,0,0,coronavirus chaos: inside south africa's 'hospitals of horrors' <url> <url>
1334735922084995072,Low total cholesterol blood level is correlated with pulmonary severity in #COVID19 #ICU patients Read in #freeaccess the letter written by @QuentinRessaire in @AccpmJ https://t.co/THTtC8lNmR https://t.co/FX8CZVaneq,normal,not_aggressive,na,0,0,0,low total cholesterol blood level is correlated with pulmonary severity in covid19 icu patients read in free access the letter written by <user> in <user> <url> <url>
1321233541729001472,"We're a neighborhood bar. I've never had such a high number of regulars. Now, they help us more than we can them. They're taking care of us after years of taking care of them. 90+% of this pandemic, we've been each other's only social outlet. What happens when that goes away?",normal,not_aggressive,na,0,0,0,"we're a neighborhood bar. i've never had such a high number of regulars. now, they help us more than we can them. they're taking care of us after years of taking care of them. 90+% of this pandemic, we've been each other's only social outlet. what happens when that goes away?"
1292974995187150848,And Now... Living In A Covid World... https://t.co/Fp7V9UmGPh,normal,not_aggressive,na,0,0,0,and now... living in a covid world... <url>
1326600667008471048,Steve Bannon War Room Pandemic and the CCP Virus and President Trump (Th... https://t.co/5ZUrOPb8Pd via @YouTube,abusive,somewhat_aggressive,anti_asian,1,1,1,steve bannon war room pandemic and the ccp virus and president trump (th... <url> via <user>
1309216334723584000,"CCP Virus Pandemic Could Have Likely Been Prevented If China, WHO Acted Differently: GOP Report https://t.co/Ld5KC63o9f",normal,somewhat_aggressive,anti_asian,0,1,1,"ccp virus pandemic could have likely been prevented if china, who acted differently: gop report <url>"
1284599478045904896,The two primary summer outbreaks of Covid among Berkeley students are happening in the athletics department and the frats. What will happen when everyone else returns? https://t.co/bR2rU2RUkZ,normal,not_aggressive,na,0,0,0,the two primary summer outbreaks of covid among berkeley students are happening in the athletics department and the frats. what will happen when everyone else returns? <url>
1292791299435892738,The latest LuizJa 's Journal! https://t.co/sSZwRXe3qR Thanks to @Mexxxikn0 #covid19 #kksrompercords,normal,not_aggressive,na,0,0,0,the latest luizja 's journal! <url> thanks to <user> covid19 kks romper cords
1341913053936431104,@JackMaxey1 why is the NEW SUPER VIRUS CCP COVID VIRUS COMING FROM SOUTH AFRICA????. ... something is off BRICS and Billy gates very ACTIVE in Africa??? @RaheemKassam @nataliegwinters #WarRoomPandemic,normal,somewhat_aggressive,na,0,1,0,<user> why is the new super virus ccp covid virus coming from south africa????. ... something is off brics and billy gates very active in africa??? <user> war room pandemic
1344352930443366402,"Missouri boy, 3, suffers stroke after testing positive for COVID-19 https://t.co/BVvUX8LmAu #covid19 #ChinaVirus #ccp #chinazi",normal,somewhat_aggressive,anti_asian,0,1,1,"missouri boy, 3, suffers stroke after testing positive for covid19 <url> covid19 chinavirus ccp chinazi"
1300916627630895104,A photo of you in January 2020 without imagining what would come. On the way to Florida with my mom to visit my aunt who has since died. So have 3 other elderly family members. Only one from COVID. 2020 has been rough. https://t.co/xIT9IOUKsU,normal,not_aggressive,na,0,0,0,a photo of you in january 2020 without imagining what would come. on the way to florida with my mom to visit my aunt who has since died. so have 3 other elderly family members. only one from covid. 2020 has been rough. <url>
1292252099426816000,Coronavirus: Fact-checking fake stories in Africa - https://t.co/annbI28Oeb Image copyright Reuters As the numberNewsATW https://t.co/LkDVWCCP7H,normal,not_aggressive,na,0,0,0,coronavirus: fact-checking fake stories in africa - <url> image copyright reuters as the numbernewsatw <url>
1285402183043706882,"Magazine giant Bauer has closed eight of its best known titles, as the pandemic recession takes a heavy toll on the publishing industry. Which one will you miss the most? Read More: https://t.co/VyZRO0yYob #9News https://t.co/8GomRrAIou",normal,not_aggressive,na,0,0,0,"magazine giant bauer has closed eight of its best known titles, as the pandemic recession takes a heavy toll on the publishing industry. which one will you miss the most? read more: <url> 9 news <url>"
1339821461339516934,"WB DGP, Chief Secretary not to reach Delhi owing toCoronavirus https://t.co/7uymZ0QiM4",normal,not_aggressive,na,0,0,0,"wb dgp, chief secretary not to reach delhi owing tocoronavirus <url>"
1295153753130180610,can't wait till 2025 when covid finally over in the U.S.,normal,not_aggressive,na,0,0,0,can't wait till 2025 when covid finally over in the u.s.
1310431036430520321,"Not only did China treat Australia who is investigating the origin of SARS-COV-2, their state media also used racist slurs. #ChinaVirus #Chinazi #racists https://t.co/e3P50B7zC3",hate,somewhat_aggressive,anti_asian,2,1,1,"not only did china treat australia who is investigating the origin of sars cov 2, their state media also used racist slurs. chinavirus chinazi racists <url>"
1326505343774560256,Team Europe supports Africas COVID-19 response with 1.4 million test kits donated by Germany and delivered by the EU Humanitarian Air Bridge https://t.co/8UolqWlNjP #CovidVaccine #Covid_19 #COVID,normal,not_aggressive,na,0,0,0,team europe supports africas covid19 response with 1.4 million test kits donated by germany and delivered by the eu humanitarian air bridge <url> co vid vaccine covid_19 covid
1298031406241775617,"#Europe &amp; #Africa lower #deathrates from #ChinaVirus b/c of #HCQW0RKS #ThankYou @realDonaldTrump @POTUS @HowieCarrShow @stella_immanuel @drsimonegold HCQ LowersCOVID-19DeathRate, HenryFord HealthStudy https://t.co/OG3yXTZU94 via @detroitnews @EUatUN @africarenewal",hate,somewhat_aggressive,anti_asian,2,1,1,"europe &amp; africa lower death rates from chinavirus b/c of hcqw0rks thank you <user> hcq lowerscovid-19deathrate, henryford healthstudy <url> via <user>"
1324715273698553856,"Great to see Allies working together to fight #COVID19! Recently Albania, Montenegro, the Czech Republic and North Macedonia all received medical equipment and supplies from the @NATO stockpile, including 200 #MadeinUSA ventilators donated by @USAID! #WeAreNATO #StrongerTogether https://t.co/n9encaOukw",normal,not_aggressive,na,0,0,0,"great to see allies working together to fight covid19! recently albania, montenegro, the czech republic and north macedonia all received medical equipment and supplies from the <user> stockpile, including 200 made in usa ventilators donated by <user> we are nato stronger together <url>"
1283689348152451072,#XiJinping's daughter rumored to have returned to #US to resume studies. #CCP_is_terrorist #UK #hongkong #australia #africa #paypig #covid19 #coronavirus #Corona #earthquake #twitterhacked #games #jobseeker #listy #Binance #NayaRivera #learning #Hacked https://t.co/Bgu5GSmAN1,hate,somewhat_aggressive,na,2,1,0,xi jinping's daughter rumored to have returned to us to resume studies. ccp_is_ terrorist uk hong kong australia africa paypig covid19 coronavirus corona earthquake twitter hacked games job seeker list y bi nance naya rivera learning hacked <url>
1325813660950802433,"via @PerilOfAfrica #News #Covd19 Migrant Workers Petition Government Over Delayed Clearance: A group of Ugandans who were set to leave the country to look for work in the Middle East before the Covid19 shutdown in March, have petitioned the Ministry of https://t.co/gaeZOXa0XW https://t.co/VtHkTAP8Yw",normal,not_aggressive,na,0,0,0,"via <user> news covd19 migrant workers petition government over delayed clearance: a group of ugandans who were set to leave the country to look for work in the middle east before the covid19 shutdown in march, have petitioned the ministry of <url> <url>"
1288244868184145920,"Most Americans say protest graffiti, statue vandalism, trespassing, looting are violent acts https://t.co/rfJxWQ3O53 8 Jul 2020 A narrow plurality of voters believes that blocking traffic is a violent action .. #CoronaVirus #CCPVirus qt-covid19-news-596 #BorderObserver",normal,not_aggressive,na,0,0,0,"most americans say protest graffiti, statue vandalism, trespassing, looting are violent acts <url> 8 jul 2020 a narrow plurality of voters believes that blocking traffic is a violent action .. coronavirus ccp virus qt-covid19-news-596 border observer"
1290914263540871168,"#DonnaAfrica My First Day out since lockdown on the Norfolk Broads, on a boat in Wroxham. FREEDOM!! https://t.co/VmTjp1k2rO #NorfolkCelebrity #Model #Actress #Poet #Author #asseenontv #over50 #over60 #Norfolk #Wroxham https://t.co/gBoNTaDSd2",normal,not_aggressive,na,0,0,0,"donna africa my first day out since lockdown on the norfolk broads, on a boat in wroxham. freedom!! <url> norfolk celebrity model actress poet author as seen on tv over 50 over 60 norfolk wroxham <url>"
1291950504310910978,"WOW!! Finally, African Pastors Are Getting Wiser!! Covid-19 Is In the Va... https://t.co/RsvoLTIh65 via @YouTube",normal,not_aggressive,na,0,0,0,"wow!! finally, african pastors are getting wiser!! covid19 is in the va... <url> via <user>"
1311118421547978752,"trump said 25,000-35,000 people show up to his rallies and they havent had a single covid issue herman cain?? died? of COVID-19?? shortly after trumps tulsa rally??? lol ok donnie.",normal,not_aggressive,na,0,0,0,"trump said 25,000-35,000 people show up to his rallies and they havent had a single covid issue herman cain?? died? of covid19?? shortly after trumps tulsa rally??? lol ok donnie."
1288730344469008390,"hi if a nurse can work 10-12 hours at a time with full PPE, you can wear your diy tshirt mask to walmart for 15 minutes",normal,not_aggressive,na,0,0,0,"hi if a nurse can work 10-12 hours at a time with full ppe, you can wear your diy tshirt mask to walmart for 15 minutes"
1299853433189666816,British porn usa football COVID19 https://t.co/KVlFRpkJj9,normal,not_aggressive,na,0,0,0,british porn usa football covid19 <url>
1317471204492644354,Niggas dying left and right from that corona flu tf,normal,not_aggressive,na,0,0,0,niggas dying left and right from that corona flu tf
1283924668894896129,Check out this news! #coronavirus #COVID_19 #COVID19 #COVID19 #Wuhan #coronaviruschina #WuhanCoronavirus #ChinaVirus &gt;share and RT! https://t.co/XPL1IwUSfI,hate,somewhat_aggressive,anti_asian,2,1,1,check out this news! coronavirus covid_19 covid19 wuhan coronavirus china wuhan coronavirus chinavirus &gt;share and ! <url>
1322415787047481350,"IN CASE YOU MISSED IT African-American Unemployment Rate Hit New All-Time Low Before the CCP sent us Covid-19, the African American unemployment rate was 5.5%, its LOWEST RATE ON RECORD since the series began in 1972. #Trump2020 #BlacksForTrump https://t.co/0SEV3j7ybG",normal,somewhat_aggressive,anti_asian,0,1,1,"in case you missed it african-american unemployment rate hit new all-time low before the ccp sent us covid19, the african american unemployment rate was 5.5%, its lowest rate on record since the series began in 1972. trump 2020 blacks for trump <url>"
1279469495430545408,"The South African Medical Association,SAMA, says it does not believe in the re-introduction of stricter lockdown measures - as it could negatively impact the economy. #sabcnews",normal,not_aggressive,na,0,0,0,"the south african medical association,sama, says it does not believe in the re-introduction of stricter lockdown measures - as it could negatively impact the economy. sabc news"
1279161853256630282,Florida #manatee deaths up 20% as #Covid19 threatens recovery https://t.co/rQCcpJ3WXA,normal,not_aggressive,na,0,0,0,florida manatee deaths up 20% as covid19 threatens recovery <url>
1310463913176100864,China's 5 year plan 2021 - 2025: Build more battleships Build more roads and bridges that go nowhere Build more blocks of apartments that no-one lives in Build more ports for countries with no maritime trade Build more airports during CCP Virus plane groundings POLLUTE !,abusive,somewhat_aggressive,anti_asian,1,1,1,china's 5 year plan 2021 - 2025: build more battleships build more roads and bridges that go nowhere build more blocks of apartments that no-one lives in build more ports for countries with no maritime trade build more airports during ccp virus plane groundings pollute !
1295792197141278720,Coronavirus was Patented by Bill Gates in 2006 https://t.co/icCpQVgPcu via @BitChute,normal,not_aggressive,na,0,0,0,coronavirus was patented by bill gates in 2006 <url> via <user>
1303867658220310528,It is obvious that this old man Biden lied about his educational expertise and lied about his opponent's early response to the Corona virus. Joe Biden is a puppet of nefarious Democratic National Committee for which it will be found that they have a devil's compact with the CCP.,abusive,somewhat_aggressive,na,1,1,0,it is obvious that this old man biden lied about his educational expertise and lied about his opponent's early response to the corona virus. joe biden is a puppet of nefarious democratic national committee for which it will be found that they have a devil's compact with the ccp.
1300164204876492801,@BBNaija #bbnaija so @Ebuka you just decided to turn the lockdown house to pepper dem oo..Eeiiii I am shacked in tricky tee voice But egood sha #NEOVEE ship can't sink o... I am just loving the fact that Erica is explaining herself to people who have asked her to,normal,not_aggressive,na,0,0,0,<user> bb naija so <user> you just decided to turn the lockdown house to pepper dem oo..eeiiii i am shacked in tricky tee voice but egood sha neo v e ship can't sink o... i am just loving the fact that erica is explaining herself to people who have asked her to
1309406521449525248,"The graffiti reads Tyrant, scum. Liar. CCP lackey. While COVID is on, cleaning is not an essential service. Just wondering if Dan cleaned this off yet or leaving it there until the restrictions are lifted? Photo - 3rd party, Obtained online #3aw #heraldsun https://t.co/XhCGzr8A6I",normal,not_aggressive,na,0,0,0,"the graffiti reads tyrant, scum. liar. ccp lackey. while covid is on, cleaning is not an essential service. just wondering if dan cleaned this off yet or leaving it there until the restrictions are lifted? photo - 3rd party, obtained online 3aw herald sun <url>"
1313498532737937409,"The #ListenToTheExperts crowd is telling us #WhiteSupremacy contributes to #ChinaVirus, and protests/rioting are ""vital"" to national public health (specifically black people) but they condemn anti-lockdown protests. https://t.co/ToP9MVT1ME",abusive,somewhat_aggressive,anti_asian,1,1,1,"the listen to the experts crowd is telling us white supremacy contributes to chinavirus, and protests/rioting are ""vital"" to national public health (specifically black people) but they condemn anti-lockdown protests. <url>"
1311849548856332288,Here for this story on @TheWistar's two-decade old program of paid internships to bring community college students from @CCPedu into their labs - and careers in science https://t.co/6olfXo1gUe,normal,not_aggressive,na,0,0,0,here for this story on <user> two-decade old program of paid internships to bring community college students from <user> into their labs - and careers in science <url>
1296310215059673088,"White Supremacists Urging Members To Spread Coronavirus To African Americans, Jews, Cops: FBI https://t.co/mfK9TOO5ry",normal,not_aggressive,na,0,0,0,"white supremacists urging members to spread coronavirus to african americans, jews, cops: fbi <url>"
1290688513118285824,@CPHO_Canada @JustinTrudeau #CoronaVirus #CoVid19 Exposing The COVID19 Con Trick: 19 Studies Retracted So Far https://t.co/ewN3FedWSB https://t.co/FQoCyXPG33,normal,not_aggressive,na,0,0,0,<user> coronavirus covid19 exposing the covid19 con trick: 19 studies retracted so far <url> <url>
1278873242212556800,"The anti-malarial drug #Hydroxychloroquine lowers the death rate of #CCPVirus patients, US researchers said. The study found 13% of those who received hydroxychloroquine alone died compared to 26.4% who didnt receive the drug. https://t.co/jKgmpj60E0 via @epochtimes",normal,not_aggressive,na,0,0,0,"the anti-malarial drug hydroxy chloro quine lowers the death rate of ccp virus patients, us researchers said. the study found 13% of those who received hydroxychloroquine alone died compared to 26.4% who didnt receive the drug. <url> via <user>"
1282719712195907589,2nd time ive tested negative for corona skrrr https://t.co/Sp98Io1lS7,normal,not_aggressive,na,0,0,0,2nd time ive tested negative for corona skrrr <url>
1307688329484406785,@lindanordling They take anti Malaria drugs. #HCQ . They take 'quinine' class drugs on the reg that's why https://t.co/zbtQ4G77HK has more ccp. Less hcq needed The pandemic appears to have spared Africa so far. Scientists are struggling to explain why https://t.co/3PHqlRvQOE,normal,not_aggressive,na,0,0,0,<user> they take anti malaria drugs. hc q . they take 'quinine' class drugs on the reg that's why <url> has more ccp. less hcq needed the pandemic appears to have spared africa so far. scientists are struggling to explain why <url>
1335273994455576579,Factory in northern France on frontline of war against Covid-19 | AFP https://t.co/BfWoZvzJu8,normal,not_aggressive,na,0,0,0,factory in northern france on frontline of war against covid19 | afp <url>
1282224214192410625,Nigga brought up Pandemic money has to show the post dates on the videos like chill son this a never be that I been gettin Money since juvenile was hotter than Wayne,normal,not_aggressive,na,0,0,0,nigga brought up pandemic money has to show the post dates on the videos like chill son this a never be that i been gettin money since juvenile was hotter than wayne
1313501512040054784,dont let covid dominate you!,normal,not_aggressive,na,0,0,0,dont let covid dominate you!
1344347565035290624,"Don't let Dezemba stop your bag. Work anytime, anywhere! For more details visit: https://t.co/fbfdzj70zL #StayHomeStaySafe #lockdown #southafricancoronavirus https://t.co/KbfhTU5Aqo",normal,not_aggressive,na,0,0,0,"don't let dezemba stop your bag. work anytime, anywhere! for more details visit: <url> stay home stay safe lockdown south african coronavirus <url>"
1301265390002040833,COVID-19 is a global problem and needs a global response. must do its fair share to ensure a just recovery for all. @JustinTrudeau @cafreeland @puglaas #EndCovidEverywhere https://t.co/lasG6GGZCz,normal,not_aggressive,na,0,0,0,covid19 is a global problem and needs a global response. must do its fair share to ensure a just recovery for all. <user> end co vid everywhere <url>
1328618846174007297,Had covid and giving niggas two fire projects in one year,normal,not_aggressive,na,0,0,0,had covid and giving niggas two fire projects in one year
1339814156644433921,"If Keir Starmer wants to change Britain, he'll need more than caution | Andy Beckett https://t.co/GBVgiECPdl",normal,not_aggressive,na,0,0,0,"if keir starmer wants to change britain, he'll need more than caution | andy beckett <url>"
1318685314202959873,Does anybody know any pubs that have gone out of business directly as a result of #COVID19 restrictions? Please name them.,normal,not_aggressive,na,0,0,0,does anybody know any pubs that have gone out of business directly as a result of covid19 restrictions? please name them.
1341245536909684737,Keralite included in COVID vaccine research team of US The COVID vaccine aims to provide resistance power to prevent the virus from entering the body ... Read more at: https://t.co/tvwFCzBxB9,normal,not_aggressive,na,0,0,0,keralite included in covid vaccine research team of us the covid vaccine aims to provide resistance power to prevent the virus from entering the body ... read more at: <url>
1316652928464293889,CDC: Most Kids Dying From Coronavirus Had Underlying Conditions https://t.co/UzGW4ULTHn #clipo #medicalfever #medicalnews #medicalupdates,normal,not_aggressive,na,0,0,0,cdc: most kids dying from coronavirus had underlying conditions <url> clip o medical fever medical news medical updates
1292431747431329793,#Hongkong #police kill the citizens #coronavirus #COVID19 #CCP_is_terrorist #ChinaLiedAndPeopleDied #ChineseVirus #china #ChinaMustPay #usa #England #uk #taiwan #ccp_is_evil_govrnment #indian #india #canada #australia #france #NewZealand #sweden #Germany #Europe #Swiss https://t.co/Z9g4tERtZ9,hate,very_aggressive,anti_asian,2,2,1,hong kong police kill the citizens coronavirus covid19 ccp_is_ terrorist china lied and people died chinesevirus china must pay usa england uk taiwan ccp_is_evil_govrnmen t indian india canada australia france new zealand sweden germany europe swiss <url>
1318069626610343937,"As international Recruitment Agency we are specialized in #Healthcare sector worldwide To apply, please upload your CV in the link. #Doctors : https://t.co/wKkzzzU9LB #Nurses : https://t.co/idGQyLTSr2 #Moroni #Comoras #Africa #Nurse #Doctor #Job #Jobs #COVID #COVID19 https://t.co/AJPVCcmpuG",normal,not_aggressive,na,0,0,0,"as international recruitment agency we are specialized in healthcare sector worldwide to apply, please upload your cv in the link. doctors : <url> nurses : <url> moron i com or as africa nurse doctor job jobs covid covid19 <url>"
1293199163920982021,New York Accuses Egg Producer of Price Gouging inPandemic https://t.co/vtXdy5ClEz,normal,not_aggressive,na,0,0,0,new york accuses egg producer of price gouging inpandemic <url>
1291996750610276352,"As I've said, China Virus has a veneer of provocation to it, but please can we stop treating the Chinese government as a victim. Blaming ordinary Chinese people for the virus is silly, but calling any criticism of China ""racist"" (especially over COVID) plays into the CCP's hands",normal,not_aggressive,na,0,0,0,"as i've said, china virus has a veneer of provocation to it, but please can we stop treating the chinese government as a victim. blaming ordinary chinese people for the virus is silly, but calling any criticism of china ""racist"" (especially over covid) plays into the ccp's hands"
1318377642148638720,"That gratuity cheque might hit for Christmas and maneeee!!!! Contract ended since 2018, but gettin that cheque during a pandemic gona hv a nigga cautious as hell. If I got this cheque when things were normal, Id be broke already .",normal,not_aggressive,na,0,0,0,"that gratuity cheque might hit for christmas and maneeee!!!! contract ended since 2018, but gettin that cheque during a pandemic gona hv a nigga cautious as hell. if i got this cheque when things were normal, id be broke already ."
1314613887262547969,"Wow. Shit Jinping giving Britain order like the Brits are his dogs. Told you the ""#NationalSecurityLaw"" is cray cray. PS. Love the burning flag, it's like seeing our new logo coming to life lol #hk #hongkong #britain #uk #XiJinping #China #CCP #chinavirus https://t.co/Y9NeWCdJ8d",abusive,somewhat_aggressive,anti_asian,1,1,1,"wow. shit jinping giving britain order like the brits are his dogs. told you the "" national security law"" is cray. ps. love the burning flag, it's like seeing our new logo coming to life lol hk hong kong britain uk xi jinping china ccp chinavirus <url>"
1278721651232907264,Great news for book lovers: Research shows that SARS-CoV-2 was undetectable on five highly circulated library books after five days. https://t.co/ASDvdbipET,normal,not_aggressive,na,0,0,0,great news for book lovers: research shows that sars cov 2 was undetectable on five highly circulated library books after five days. <url>
1314308734936588321,why is tr*mp so hellbent on breathing face to face on biden??? nigga you have CORONAVIRUS,abusive,somewhat_aggressive,na,1,1,0,why is tr*mp so hellbent on breathing face to face on biden??? nigga you have coronavirus
1327863420788457473,People are starting to panic again ... The toilet paper is gone where I live. #Corona #Biden #Trump2020 #Fraud #Hoax #ChinaVirus https://t.co/3cnUjksKCI,hate,somewhat_aggressive,na,2,1,0,people are starting to panic again ... the toilet paper is gone where i live. corona biden trump 2020 fraud hoax chinavirus <url>
1300076072894070785,"The only time I take my mask off at work is during lunch but niggas annoying talking about how wearing a mask is hard like grow up, its not hard to wear",normal,somewhat_aggressive,na,0,1,0,"the only time i take my mask off at work is during lunch but niggas annoying talking about how wearing a mask is hard like grow up, its not hard to wear"
1301769375985229824,Follow these measures to keep your family and yourself safe and healthy. . . . #healthy #stayhealthy #stayfit #corona #localdiscoveryapp #lockdowns #quarantines #bestoffers #bestdeals #slotbooking #scheduling #publichelp #shopping #nearme #nearyou #nearby #support #stayfocused https://t.co/qAcDwPuccP,normal,not_aggressive,na,0,0,0,follow these measures to keep your family and yourself safe and healthy. . . . healthy stay healthy stay fit corona local discovery app lockdowns quarantines best offers best deals slot booking scheduling public help shopping near me near you nearby support stay focused <url>
1335173551385686018,"Since the pandemic shows no sign of slowing, every small business needs to focus on their online marketing for 2021. Your business website is a safe way to offer sales, ordering, payments, booking, and more online. Add online ordering in 2021! https://t.co/zcbbRM9oWo",normal,not_aggressive,na,0,0,0,"since the pandemic shows no sign of slowing, every small business needs to focus on their online marketing for 2021. your business website is a safe way to offer sales, ordering, payments, booking, and more online. add online ordering in 2021! <url>"
1323178753380569088,"Azerbaijan reports 1,175 new coronavirus cases https://t.co/PK7oKShapf",normal,not_aggressive,na,0,0,0,"azerbaijan reports 1,175 new coronavirus cases <url>"
1318304157191835654,WE'RE ON BTS LOCKDOWN BE IS COMINGGGG ON NOVEMBER 20 2PM KST https://t.co/bdGwvghZpD,normal,not_aggressive,na,0,0,0,we're on bts lockdown be is comingggg on november 20 2pm kst <url>
