,annot1,annot2,content,expert,label,orig_final_label,text,tweetid
16,none_of_the_above,none_of_the_above,RT @TPE_connect Wuhan's Deadly Coronavirus Explained: Why Should You Worry Its Spread. || #ChinaVirus #CoronaVirus #WuhanCoronavirus #China #Wuhan #CoronoaVirus #CoronaOutbreak  #WuhanVirus #ChinaCoronaVirus https://t.co/vJy16JP42I,none_of_the_above,0,none_of_the_above,<user> wuhan's deadly coronavirus explained: why should you worry its spread. || chinavirus coronavirus wuhan coronavirus china wuhan coro no a virus corona outbreak wuhan virus china coronavirus <url>,1222855692534435841
17,none_of_the_above,none_of_the_above,@ezracheungtoto @butterflyyanyan WuFlu? Perfect abbreviation!   #WuFlu.,none_of_the_above,0,none_of_the_above,<user> wuflu? perfect abbreviation! wuflu.,1219995445251862528
18,none_of_the_above,none_of_the_above,RT @Hobofett360 This seems like really bad news. #CoronaOutbreak #wuhanpnemonia,none_of_the_above,0,none_of_the_above,<user> this seems like really bad news. corona outbreak wuhan pne monia,1221375730896048129
19,none_of_the_above,none_of_the_above,RT @CellosSuits Kirkland Washington  - Officials announce potential #coronavirus outbreak at a Long Term Care facility - 27 of 108 residents symptomatic - 25 of 180 Staff symptomatic #COVID2019 #ChinaVirus #CoronavirusOutbreak #coronavirususa @thehill  https://t.co/Lm0LGD2TAU,none_of_the_above,0,none_of_the_above,<user> kirkland washington - officials announce potential coronavirus outbreak at a long term care facility - 27 of 108 residents symptomatic - 25 of 180 staff symptomatic covid2019 chinavirus corona virus outbreak coronavirus usa <user> <url>,1233949156957401089
20,none_of_the_above,none_of_the_above,they should be dragged thru the streets &amp; prosecuted as traitors to all canadians. #trudeaumustgo #wuhanvirus https://t.co/qzoc2mgurs,none_of_the_above,0,none_of_the_above,they should be dragged thru the streets &amp; prosecuted as traitors to all canadians. trudeau must go wuhan virus <url>,1238609053758164992
21,none_of_the_above,none_of_the_above,@adeleflores12 @stillgray you're right. obama's fda failed the american people. @realdonaldtrump eliminated fda policies which restricted the early testing for the #wuhancoronavirus. https://t.co/hqzh7hdwam,none_of_the_above,0,none_of_the_above,<user> you're right. obama's fda failed the american people. <user> eliminated fda policies which restricted the early testing for the wuhan coronavirus. <url>,1238248880812236800
22,none_of_the_above,none_of_the_above,"#coronavirus #nCoV2019 #WuhanOutbreak #WuhanCoronovirus #WuhanPneumonia #WuhanSARS #WARS  Last update: 2020/1/28 10:25 • Death toll: 106,  Recovered: 60, Confirmed cases: 4474, Suspected cases: 5794 .............................. The virus has been isolated https://t.co/vrzajLXHaN",none_of_the_above,0,none_of_the_above,"coronavirus ncov2019 wuhan outbreak wuhan coro no virus wuhan pneumonia wuhansars wars last update: 2020/1/28 10:25 death toll: 106, recovered: 60, confirmed cases: 4474, suspected cases: 5794 .............................. the virus has been isolated <url>",1221984257892999168
23,none_of_the_above,none_of_the_above,"RT @TPE_connect 'China is facing a grave situation,' President Xi Jinping on deadly new virus.... #ChinaVirus #CoronaVirus #WuhanCoronavirus #China #Wuhan #CoronoaVirus  #ChinaCoronaVirus #XiJinping https://t.co/VZ6NS1cnDj",none_of_the_above,0,none_of_the_above,"<user> 'china is facing a grave situation,' president xi jinping on deadly new virus.... chinavirus coronavirus wuhan coronavirus china wuhan coro no a virus china coronavirus xi jinping <url>",1221440400545734656
24,none_of_the_above,none_of_the_above,Wuhan virus: Cathay Pacific cabin crew demand right to wear masks on all flights https://t.co/TJGqAGanp1 via @SCMPNews #ChinesePneumonia  #WuhanCoronavirus,none_of_the_above,0,none_of_the_above,wuhan virus: cathay pacific cabin crew demand right to wear masks on all flights <url> via <user> chinese pneumonia wuhan coronavirus,1220006617359347712
25,none_of_the_above,none_of_the_above,#covid19 #coronavirus #WuFlu snapshot of today's JHopkins' data: https://t.co/Iobd4Y71ZK,none_of_the_above,0,none_of_the_above,covid19 coronavirus wuflu snapshot of today's jhopkins' data: <url>,1228755105895182337
26,none_of_the_above,none_of_the_above,"rt @xiongtx: while the # of #wuhancoronavirus cases in 🇺🇸 has been 📈, criticism of @realdonaldtrump admin.'s reaction is completely baseles…",none_of_the_above,0,none_of_the_above,"<user> while the of wuhan coronavirus cases in has been , criticism of <user> admin.'s reaction is completely baseles",1237316977699545088
27,none_of_the_above,none_of_the_above,sounds great to me! #chinavirus https://t.co/d0opnb1i4l,none_of_the_above,0,none_of_the_above,sounds great to me! chinavirus <url>,1239816364262645760
28,none_of_the_above,none_of_the_above,rt @vschanna: he had leukaemia too ! that explains succumbing to #chinavirus at such an young age of 21. those with critical ailments are v…,none_of_the_above,0,none_of_the_above,<user> he had leukaemia too ! that explains succumbing to chinavirus at such an young age of 21. those with critical ailments are v,1239775239778619392
29,none_of_the_above,none_of_the_above,"RT @camwolfe Serious question: if you ran a company/business with interest in Wuhan directly- what’s your current messaging, in addition to tracking where your employees are, pending further clarification and data? #Wuhan #SARs #ChinesePneumonia",none_of_the_above,0,none_of_the_above,"<user> serious question: if you ran a company/business with interest in wuhan directly- whats your current messaging, in addition to tracking where your employees are, pending further clarification and data? wuhan sars chinese pneumonia",1213703442151034881
30,none_of_the_above,discussion_of_eastasian_prejudice,this is why we all should keep calling it #chinavirus #wuhanvirus #ccpvirus https://t.co/lmpj4mwx5z,none_of_the_above,0,none_of_the_above,this is why we all should keep calling it chinavirus wuhan virus ccp virus <url>,1238219772740935680
31,none_of_the_above,none_of_the_above,Make sure you are prepared by stocking up on necessities. ad Bounty Quick-Size Paper Towels- https://t.co/mS8ruQBxNM   Presto! Toilet Paper- https://t.co/2guZcsNQQl    #pandemic #coronavirus #wuhanflu #flu #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID19,none_of_the_above,0,none_of_the_above,make sure you are prepared by stocking up on necessities. ad bounty quick-size paper towels- <url> presto! toilet paper- <url> pandemic coronavirus wuhan flu virus corona virus outbreak coronavirus wuhan 2019ncov covid19,1229539019446538240
32,none_of_the_above,none_of_the_above,"@latimes reporter is on twitter yet again, during a national emergency, crying like a baby cause he and his propaganda pals in the #fakenewsmedia  still haven't been able to remove @realdonaldtrump from office.  #wuhancoronavirus #kungflu https://t.co/hw41rcvw5e https://t.co/jmw6th3xiy",none_of_the_above,0,none_of_the_above,"<user> reporter is on twitter yet again, during a national emergency, crying like a baby cause he and his propaganda pals in the fake news media still haven't been able to remove <user> from office. wuhan coronavirus kungflu <url> <url>",1238875383178690560
33,entity_directed_criticism,none_of_the_above,"people in #china get back to work but not before a control of their temperature - also, you don't see much of the social distancing here so if some one is infected ... #ncovid2019 #ncov2020 #coronavirus #covid #covidー19 #wuhan https://t.co/itokgbsr2j",none_of_the_above,0,none_of_the_above,"people in china get back to work but not before a control of their temperature - also, you don't see much of the social distancing here so if some one is infected ... ncovid2019 ncov2020 coronavirus covid covid19 wuhan <url>",1236636974641020928
34,none_of_the_above,none_of_the_above,"China reports sharp rise in cases of new virus, as concerns of spread grow https://t.co/NyKCkLsgeh #chinapneumonia #coronavirus #nCov2019 https://t.co/BNqTUn2N2Q",none_of_the_above,0,none_of_the_above,"china reports sharp rise in cases of new virus, as concerns of spread grow <url> china pneumonia coronavirus ncov2019 <url>",1219137873787547648
35,none_of_the_above,none_of_the_above,@eellhk #WuhanCoronavirus #BREAKING #BioWeapon #coronavirusaustralia #ChinaVirus #WuhanCoronavirus #CoronaOutbreak #coronarvirus all planned by Bill & Melinda Gates Foundation - they gave out CORONAVIRUS STUFFED TOYS in October 2019 at “Event 201”... disturbing https://t.co/5pJ0XEsKlH,none_of_the_above,0,none_of_the_above,<user> wuhan coronavirus breaking bioweapon coronavirus australia chinavirus wuhan coronavirus corona outbreak corona r virus all planned by bill & melinda gates foundation - they gave out coronavirus stuffed toys in october 2019 at event 201... disturbing <url>,1222777697165664256
36,none_of_the_above,none_of_the_above,@Michaelcraddo16 @bbl58 @Shayarm @45HarisonHarold @robin_ked @RedDragonFly19 @liltilgerlil @Tractor444 @XHawk80 @PhilZantos @GregoryJHall1 @TheeSib @LizzyHock1963 @luvmypittys @QArmyInfo @QuincyA17 @EYEDROPMEDIA @macv58 @TresaBridges @WWG1WGA @lazyishhound @donnie_maga @DRottiemom @Jingoman111 @mbees39 @AmericAnon57 @ThoseCofers @Alphaa16147110 @TrumpCanuck @santori_lisa @VonYugen @kimbetech @sandykennedy55 @jakkedup1 @kiwisquaw @nscrowba @DebbieS00267284 @BPPope @SpankyTheDog1 @Fairbanks357 @Pu,none_of_the_above,0,none_of_the_above,<user>,1233482217848025090
37,none_of_the_above,none_of_the_above,rt @hongkong_bear: @enzomazak it's there anything we #hongkongers can do for the italian &amp; the many europeans how suffer from the #chinesev…,none_of_the_above,0,none_of_the_above,<user> it's there anything we hongkongers can do for the italian &amp; the many europeans how suffer from the chinese v,1239919197334822912
38,none_of_the_above,none_of_the_above,and here comes the last minute sell off...  #wuhanvirus #chinavirus,none_of_the_above,0,none_of_the_above,and here comes the last minute sell off... wuhan virus chinavirus,1238549231272636416
39,none_of_the_above,none_of_the_above,"rt @think4yoursel13: alright folks off to bed! @afbranco art comin’ at ya! if you do not already follow him, do so! he’s got serious talent…",none_of_the_above,0,none_of_the_above,"<user> alright folks off to bed! <user> art comin at ya! if you do not already follow him, do so! hes got serious talent",1239299848437981184
40,none_of_the_above,none_of_the_above,"@realdonaldtrump when nancy pelosi spoke on the #wuhanvirus, the #stockmarket tanked. watching trump talking, the market surged 1,985 pts, up 9.36%.  while fake news causes a #coronapanic, #shortselling can backfire, as ceos know. https://t.co/v3k78iuvnk",none_of_the_above,0,none_of_the_above,"<user> when nancy pelosi spoke on the wuhan virus, the stock market tanked. watching trump talking, the market surged 1,985 pts, up 9.36%. while fake news causes a corona panic, short selling can backfire, as ceos know. <url>",1238585493702524928
41,none_of_the_above,none_of_the_above,"Nepal Airlines to rescue Nepalis from Hubei on Saturday | Eleven Media Group Co., Ltd #WuhanVirus #WuhanPneumonia #wuhan #china #ChinaVirus #coronavirus #covid #COVID2019  https://t.co/JDxwp3L4hj",none_of_the_above,0,none_of_the_above,"nepal airlines to rescue nepalis from hubei on saturday | eleven media group co., ltd wuhan virus wuhan pneumonia wuhan china chinavirus coronavirus covid covid2019 <url>",1228591482417733632
42,none_of_the_above,none_of_the_above,This must be really serious if Pooh's speaking up about it. I pray they get this under control quickly #WuhanSARS,none_of_the_above,0,none_of_the_above,this must be really serious if pooh's speaking up about it. i pray they get this under control quickly wuhansars,1219414972570075136
43,none_of_the_above,none_of_the_above,Please sign and share to support #HongKong medics and #HongKongers  :  https://t.co/gujyskk2H0  Thanks a lot!!!!  #CoronavirusOutbreak #CoronaOutbreak #WuhanOutbreak #WuhanSARS #WARS #WuhanPneumonia #WuhanCoronavirus #coronavirus #SARI #sari #武漢肺炎 #武汉冠状病毒 #SOSHK,none_of_the_above,0,none_of_the_above,please sign and share to support hong kong medics and hong kongers : <url> thanks a lot!!!! corona virus outbreak corona outbreak wuhan outbreak wuhansars wars wuhan pneumonia wuhan coronavirus sari so shk,1224061612975427585
44,none_of_the_above,none_of_the_above,"#Germany to follow #Britain in letting Huawei build 5th generation (5G) networks, despite US pressure as the US hasn't produce any evidence of breach and its own records on #cyber spying is worse @Psm_cuts  #China #ChinaVirus #TrumpIndiaVisit #technology   https://t.co/itu8nOXCJ0",none_of_the_above,0,none_of_the_above,"germany to follow britain in letting huawei build 5th generation (5g) networks, despite us pressure as the us hasn't produce any evidence of breach and its own records on cyber spying is worse <user> china chinavirus trump india visit technology <url>",1230336043813085185
45,none_of_the_above,none_of_the_above,"@covid19  #coronavirus #WuFlu per bnonews, 2/20 9:22am EST, Asia, outside China: (click for full view) https://t.co/JQMexZ5rXI",none_of_the_above,0,none_of_the_above,"<user> coronavirus wuflu per bnonews, 2/20 9:22am est, asia, outside china: (click for full view) <url>",1230569229750915072
46,none_of_the_above,none_of_the_above,RT @ZyroFoxtrot @ConflictsW @Lealokkk @Global_Mil_Info @DewsNewz @ISCResearch @CNN @DrTedros U.S. CDC seeks emergency approval to use diagnostic test for coronavirus  #CoronaVirus #WuhanFlu #2019nCoV  https://t.co/GqmEUlnQud,none_of_the_above,0,none_of_the_above,<user> u.s. cdc seeks emergency approval to use diagnostic test for coronavirus wuhan flu 2019ncov <url>,1220443574057283592
47,none_of_the_above,none_of_the_above,"RT @ndtvvideos #Watch | Andhra woman stranded in #Wuhan, to be wed this month, appeals for help.  #Coronavirus #China #Chinavirus    Read here: https://t.co/gM3UU76Yqd  https://t.co/rZy49MWnYy",none_of_the_above,0,none_of_the_above,"<user> watch | andhra woman stranded in wuhan, to be wed this month, appeals for help. coronavirus china chinavirus read here: <url> <url>",1224214607327162368
48,none_of_the_above,none_of_the_above,"10-year-old boy diagnosed with Wuhan coronavirus shows no symptoms, thus raising concerns if the virus is spreading undetected; #China #Wuhan #Coronavirus #ChinaVirus #WuhanCoronavirus #CoronoaVirus #CoronaOutbreak  #ChinaCoronaVirus https://t.co/gtDIo1Ct2z",none_of_the_above,0,none_of_the_above,"10-year-old boy diagnosed with wuhan coronavirus shows no symptoms, thus raising concerns if the virus is spreading undetected; china wuhan coronavirus chinavirus wuhan coronavirus coro no a virus corona outbreak china coronavirus <url>",1223481116247625733
49,none_of_the_above,none_of_the_above,Human-to-human transmission confirmed in #China coronavirus. #coronavirus #ChinaPneumonia #ChinaVirus https://t.co/yq2W96xjeQ @wef,none_of_the_above,0,none_of_the_above,human-to-human transmission confirmed in china coronavirus. coronavirus china pneumonia chinavirus <url> <user>,1219480585963356161
50,none_of_the_above,none_of_the_above,"it's like watching a train crash in slow motion. Stay inside, slow the infection, wash your hands, social distancing now will help a lot. #COVID19  #coronavirus #washyourhands #dontshakehands #sneezeinyoursleeve #wuflu #2019nCoV",none_of_the_above,0,none_of_the_above,"it's like watching a train crash in slow motion. stay inside, slow the infection, wash your hands, social distancing now will help a lot. covid19 coronavirus wash your hands don t shake hands sneeze in your sleeve wuflu 2019ncov",1231478222044319746
51,none_of_the_above,none_of_the_above,"RT @BearCarebear Confirmed: ☣️43,102+ infected ⬆️ 🆘7,345+ serious ⬆️ ☠️1,018+ dead ⬆️  Possible: 👤21,675+ suspected cases ⬇️ 👀 187,728+ under observation ⬇️  World: 🛫25 Countries ↔️  🛑These are the \official\"" stats🛑  #coronavirus #CoronavirusOutbreak #China #ChinaVirus   Source: @BNODesk""",none_of_the_above,0,none_of_the_above,"<user> confirmed: 43,102+ infected 7,345+ serious 1,018+ dead possible: 21,675+ suspected cases 187,728+ under observation world: 25 countries these are the \official\"" stats coronavirus corona virus outbreak china chinavirus source: <user>",1227064153296248833
52,discussion_of_eastasian_prejudice,none_of_the_above,anybody who questions or corrects his #tweets is a #chinese government #troll. there are #chinese & plenty of westerners on the ground there correcting u too u idiot. U’ve probably never even been outside the #USA - #WuhanCoronavirus #WuhanFlu #WuhanChina #fakenews idiots posts,none_of_the_above,0,none_of_the_above,anybody who questions or corrects his tweets is a chinese government troll. there are chinese & plenty of westerners on the ground there correcting u too u idiot. uve probably never even been outside the usa - wuhan coronavirus wuhan flu wuhan china fake news idiots posts,1221720959733968896
53,none_of_the_above,none_of_the_above,RT @ajphelo Amb Cheng JingYe says Australia has over reacted to the #ChinaVirus . Really? Remind me how many people you have quarantined again? We are a sovereign nation and an island with a lot of experience in quarantine and bio security. Our priority is to keep our people safe.,none_of_the_above,0,none_of_the_above,<user> amb cheng jingye says australia has over reacted to the chinavirus . really? remind me how many people you have quarantined again? we are a sovereign nation and an island with a lot of experience in quarantine and bio security. our priority is to keep our people safe.,1229295464270352384
54,none_of_the_above,none_of_the_above,"“Yesterday, I saw on social media that someone noticed that the ratio in the official figures for the total dead to the total diagnosed cases has remained exactly 2.1% every day since Jan. 30. ‘This magical virus is very good at math!’  https://t.co/SAbaqh7t8N #KungFlu",none_of_the_above,0,none_of_the_above,"yesterday, i saw on social media that someone noticed that the ratio in the official figures for the total dead to the total diagnosed cases has remained exactly 2.1% every day since jan. 30. this magical virus is very good at math! <url> kungflu",1226980566215602176
55,none_of_the_above,none_of_the_above,"RT @viridiscape @omioconnor1 @GrouciDjamila Yes✅ , this is good news by #ChinaVirus China  , but lets wait ! there are other sources from where this #Coronavirius  also originated from in 2012, 2 people died 1 in Saudi Araba & Jordan samples were taken for research ? by WHO ? #中国人 , #Brasil #espanol #Australia #WHO",none_of_the_above,0,none_of_the_above,"<user> yes , this is good news by chinavirus china , but lets wait ! there are other sources from where this corona viri us also originated from in 2012, 2 people died 1 in saudi araba & jordan samples were taken for research ? by who ? , brasil espanol australia who",1232263284960759808
56,none_of_the_above,none_of_the_above,why have a pandemic classification if it doesn't change your behaviour? #covid19 #coronavirus #pandemic #wuhanflu #wuhanvirus   https://t.co/kmob0yclrj,none_of_the_above,0,none_of_the_above,why have a pandemic classification if it doesn't change your behaviour? covid19 coronavirus pandemic wuhan flu wuhan virus <url>,1237849627203743744
57,none_of_the_above,none_of_the_above,@sariarhohavren @who @drtedros should be investigated independently for their relation with china. what did they do when the #wuhanvirus still remain in wuhan at early stage? nothing! and told countries not to close up borders! #wuhancoronavirus https://t.co/0kcnguqqdf,none_of_the_above,0,none_of_the_above,<user> should be investigated independently for their relation with china. what did they do when the wuhan virus still remain in wuhan at early stage? nothing! and told countries not to close up borders! wuhan coronavirus <url>,1238089458185957376
58,none_of_the_above,none_of_the_above,"@tomhanks @realkyleolbert i’m sorry to hear you and rita are not well and have tested positive for the #wuhancoronavirus pls take good care and we, all #hongkongers, wish you both a speedy and smooth recovery. #wuhanvirus",none_of_the_above,0,none_of_the_above,"<user> im sorry to hear you and rita are not well and have tested positive for the wuhan coronavirus pls take good care and we, all hongkongers, wish you both a speedy and smooth recovery. wuhan virus",1237914584591167488
59,none_of_the_above,none_of_the_above,More leaks of mysterious guys with machine guns here  #coronavirus #nCov #wuflu #coronavirusoutbreak https://t.co/lPvz14wcHq,none_of_the_above,0,none_of_the_above,more leaks of mysterious guys with machine guns here coronavirus ncov wuflu corona virus outbreak <url>,1223632049048883200
60,entity_directed_hostility,none_of_the_above,"again,  #wuhanvirus is a kind of sickness but the main reason is the sickness of #ccp . #anywherebutchina #ccpchina #ccp_is_terrorist @jkylebass @ezracheungtoto @aaronmcn @anderscorr https://t.co/uttroaz9pb",none_of_the_above,0,none_of_the_above,"again, wuhan virus is a kind of sickness but the main reason is the sickness of ccp . anywhere but china ccp china ccp_is_ terrorist <user> <url>",1237237389640126464
61,none_of_the_above,none_of_the_above,the world would recover much faster from the #coronavirus if every single hospital in the world immediately started to test people coming through the door with atypical pneumonia. test them for #covid19 that is. #coronavirus #2019ncov #ncov2019 #outbreak #wuhan #covidー19,none_of_the_above,0,none_of_the_above,the world would recover much faster from the coronavirus if every single hospital in the world immediately started to test people coming through the door with atypical pneumonia. test them for covid19 that is. coronavirus 2019ncov ncov2019 outbreak wuhan covid19,1234654385197780992
62,none_of_the_above,none_of_the_above,🔥Check out this news! #coronavirus #COVID_19 #COVID19 #COVIDー19 #Wuhan #coronaviruschina #WuhanCoronavirus #ChinaVirus >share and RT! https://t.co/84qezhiyW9,none_of_the_above,0,none_of_the_above,check out this news! coronavirus covid_19 covid19 wuhan coronavirus china wuhan coronavirus chinavirus >share and ! <url>,1232608263893585920
63,none_of_the_above,none_of_the_above,"rt @gerardkapraun: one minute there are ten thousand protesters in hong kong and the next minute, #chinavirus wipes them out. thousands of…",none_of_the_above,0,none_of_the_above,"<user> one minute there are ten thousand protesters in hong kong and the next minute, chinavirus wipes them out. thousands of",1238509308897181696
64,none_of_the_above,none_of_the_above,yes. but a very rapid uncontrolled spread would swamp our hospital system causing much higher fatality rates than with gradual spread &amp; manageable cases. the wuhan virus fatality rate appears to be 5 to 20 times higher than from the flu. #covid19 #coronavirus #wuflu #wuhanvirus https://t.co/ihvuhjoehg,none_of_the_above,0,none_of_the_above,yes. but a very rapid uncontrolled spread would swamp our hospital system causing much higher fatality rates than with gradual spread &amp; manageable cases. the wuhan virus fatality rate appears to be 5 to 20 times higher than from the flu. covid19 coronavirus wuflu wuhan virus <url>,1237486562809712640
65,none_of_the_above,none_of_the_above,"@lukedepulford https://t.co/6mzudazsbe  1 death case in uk. please stay safe 🙏 wear mask, wash hand, don't touch face/nose/eyes when your hands are not clean. #covidー19 #wuhancoronavius #chinavirus like powerful biological weapon. be aware, be careful! good luck 🇬🇧",none_of_the_above,0,none_of_the_above,"<user> <url> 1 death case in uk. please stay safe wear mask, wash hand, don't touch face/nose/eyes when your hands are not clean. covid19 wuhan corona vi us chinavirus like powerful biological weapon. be aware, be careful! good luck",1235718863964106752
